Rank,Game,Month,Year,YearTop1,Hours_watched,Hours_streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
35.0,123,7.0,2016.0,0,1614932.0,7456.0,37914.6,138.4,991.0,2173.0,10.0,41.798
36.0,256,7.0,2019.2,0,1495018.0,22160.0,19956.0,76.0,3660.0,2012.0,29.0,31.04
37.0,1714,7.0,2016.0,0,1426900.0,33762.0,168538.0,90.0,4838.0,1980.0,45.0,42.26
38.0,332,7.0,2016.0,0,1401228.0,103510.0,12132.0,248.0,19009.0,1885.0,139.0,13.54
39.0,1647,7.0,2016.0,0,1327932.0,15792.0,73534.0,60.0,1965.0,1787.0,44.0,84.09
40.0,1626,8.0,2016.0,1,1314138.0,15365.0,23472.2,50.0,1193.0,1768.0,20.0,85.53
41.0,1228,7.0,2019.6,0,1301258.0,42756.0,6740.0,107.0,3503.0,1751.0,57.0,30.43
117.2,1098,7.0,2016.0,0,1207021.0,27308.0,8486.0,71.0,6487.2,1624.0,36.0,44.2
116.8,1275,7.0,2019.4,0,1199673.0,23910.0,20335.0,67.0,1810.0,1614.0,32.0,50.17
44.0,19,7.0,2016.0,0,1070428.0,65150.0,7828.0,168.0,6271.0,1440.0,87.0,16.43
97.8,724,7.0,2018.6,0,1066136.0,77334.0,23661.0,282.0,16016.0,1434.0,67.8,13.79
46.0,794,7.0,2016.0,0,1006447.0,13111.0,37950.0,126.0,4040.0,1354.0,17.0,76.76
47.0,917,7.0,2016.0,0,900366.0,20074.0,14544.0,69.0,1166.0,1211.0,27.0,44.85
48.0,545,7.0,2019.8,0,875102.0,121460.0,144758.0,365.0,23839.0,1177.0,163.0,7.2
49.0,1517,7.0,2018.8,0,832547.0,9113.0,55709.0,41.0,4648.0,1120.0,46.6,91.36
50.0,1752,7.0,2016.0,0,816869.0,9361.0,131876.0,45.0,967.0,1099.0,12.0,87.26
138.2,1393,7.0,2016.0,0,789127.0,15601.0,29626.0,77.0,1894.0,1062.0,20.0,50.58
140.4,627,7.0,2016.0,0,754592.0,23400.0,39313.0,159.0,8757.0,961.2,31.0,32.25
53.0,1940,7.0,2016.0,0,754280.0,17565.0,6048.0,52.0,1194.0,1015.0,23.0,42.94
54.0,1393,7.0,2016.0,1,1101378.6,7605.0,57120.0,168.0,2476.0,1254.0,10.0,90.83
55.0,884,7.0,2016.0,0,666533.0,1946.0,81430.6,15.0,358.0,897.0,2.0,342.51
56.0,398,7.0,2016.0,0,636494.0,7529.0,124330.0,50.0,733.0,824.0,10.0,84.54
57.0,461,7.0,2016.0,0,633315.0,14639.8,23401.0,54.0,946.0,852.0,12.0,66.38
58.0,1576,7.0,2016.0,0,621770.0,20908.0,13245.0,165.0,3848.0,836.0,28.0,29.74
59.0,1692,7.0,2016.0,0,613782.0,13273.0,12876.0,43.0,2275.0,826.0,17.0,46.24
60.0,704,7.0,2016.0,1,601823.0,7160.0,131894.0,38.0,1247.0,809.0,9.0,49.31400000000001
61.0,125,7.0,2016.0,0,599568.0,119449.0,9274.0,140.6,30743.0,806.0,160.0,5.02
62.0,1074,7.0,2016.0,0,594601.0,13415.0,4757.0,92.0,567.0,800.0,18.0,44.32
63.0,1084,7.4,2016.0,0,590052.0,20880.0,105232.0,63.0,6444.0,794.0,28.0,28.26
64.0,1393,7.0,2016.0,0,551337.0,64498.0,6913.0,123.0,13834.0,742.0,86.0,8.55
65.0,1109,7.0,2016.0,0,798856.2,14301.0,6203.0,41.0,5493.4,726.0,45.6,37.74
66.0,1711,7.0,2016.0,0,539122.0,1819.0,87306.8,11.0,294.0,725.0,5.0,296.38
67.0,149,7.0,2016.0,0,524523.0,30283.0,2946.0,84.6,2588.0,705.0,40.0,17.32
112.8,1278,7.0,2016.0,0,514488.0,6209.0,150951.0,56.8,1117.0,692.0,8.0,82.86
69.0,1393,7.0,2018.8,0,506895.0,72502.0,3139.0,203.0,11548.0,682.0,97.0,9.97
70.0,1393,7.0,2016.0,0,500382.0,1482.0,141967.0,16.0,235.0,673.0,1.0,337.64
71.0,1372,7.0,2016.0,0,498246.0,21169.0,27683.0,200.0,6748.0,670.0,28.0,23.54
110.4,1809,7.0,2016.0,0,497996.0,58449.0,5271.0,170.0,9699.0,670.0,78.0,8.52
123.6,1393,7.0,2016.0,0,485956.0,30399.0,20563.0,94.0,7186.0,1269.6,40.0,15.99
152.8,1888,9.0,2016.0,0,482362.0,719.0,120615.0,11.0,93.0,649.0,3.4,670.88
75.0,848,8.2,2016.0,0,466114.0,3390.0,7023.0,19.0,489.0,627.0,4.0,137.5
76.0,1630,7.0,2016.0,1,454209.0,1448.0,120753.0,15.0,273.0,611.0,1.0,313.68
77.0,1713,7.0,2016.0,0,440516.0,98022.2,46249.2,117.0,7793.0,592.0,62.0,9.54
78.0,1924,7.0,2016.0,0,425342.8,1838.0,32061.0,11.0,300.0,584.0,6.2,236.41
79.0,1943,7.0,2016.0,0,839879.6,72707.0,9420.6,185.0,12764.0,581.0,97.0,5.94
80.0,677,7.0,2016.0,0,430229.0,9660.0,26068.0,45.0,3792.0,1889.4,13.0,92.958
81.0,154,7.0,2016.0,0,422127.0,28977.0,5444.0,75.0,2504.0,568.0,39.0,14.57
82.0,1134,7.0,2019.0,0,419583.0,5519.0,55052.0,199.0,4300.6,564.0,7.0,76.03
83.0,853,7.8,2018.0,0,408421.0,13261.0,4592.0,52.0,2373.0,549.0,17.0,30.8
124.6,1631,6.6,2016.0,0,398929.0,3496.0,148484.0,18.0,512.0,536.0,4.0,114.11
85.0,1393,7.0,2016.0,0,391823.0,32464.0,16494.0,90.0,6030.0,527.0,49.8,12.07
86.0,1993,4.4,2018.4,0,388739.0,21688.6,1897.0,67.0,2878.0,523.0,32.0,15.92
87.0,1683,7.0,2017.6,0,372927.0,30261.0,23447.6,87.0,6128.0,688.6,40.0,12.32
88.0,318,7.0,2016.0,0,362702.0,355.0,47549.0,24.0,59.0,488.0,0.0,1021.7
89.0,1610,7.0,2016.0,0,360583.0,9247.0,8944.0,33.0,703.0,485.0,12.0,38.99
90.0,234,7.0,2016.0,0,356850.0,4503.2,13718.0,19.0,313.0,480.0,5.0,89.5
91.0,1393,7.0,2016.0,0,404656.6,15864.0,2345.0,42.0,1164.0,478.0,21.0,22.43
92.0,1673,7.0,2016.0,0,355149.0,22725.0,4071.0,67.0,4810.0,477.0,30.0,11.724
93.0,1911,7.0,2016.0,0,354289.0,6704.0,6518.0,23.0,577.0,476.0,14.2,52.85
94.0,1704,7.0,2016.0,0,354043.0,9836.0,6674.0,35.0,1325.0,476.0,13.0,35.99
95.0,1619,7.0,2016.0,0,347178.0,9057.0,126229.0,134.0,1181.0,467.0,12.0,38.33
96.0,212,7.0,2016.0,0,343903.0,31702.0,6355.0,87.0,4846.0,462.0,42.0,10.85
97.0,1622,7.0,2016.0,0,340008.0,1177.0,150992.0,12.0,296.0,615.4,1.0,171.01800000000003
98.0,1843,7.0,2016.0,0,334689.0,10173.0,13405.0,51.0,1227.0,450.0,13.0,32.9
99.0,1359,7.0,2016.0,0,324095.0,11845.0,6661.0,40.0,661.0,436.0,15.0,27.36
100.0,1604,7.0,2016.0,0,322004.0,14127.0,19531.0,62.0,2860.0,433.0,19.0,22.79
101.0,2031,7.0,2016.0,0,321911.0,12014.8,17601.0,107.4,401.0,625.4,5.0,85.73
102.0,1679,7.0,2016.0,1,320760.0,565.0,36918.0,7.0,32.0,592.6,0.0,567.72
103.0,1393,7.0,2016.0,0,319871.0,39259.0,4361.0,153.0,6031.0,430.0,52.0,8.15
104.0,430,7.0,2017.2,0,319231.0,553.0,123823.0,11.0,89.0,429.0,0.0,577.27
105.0,933,7.0,2016.0,0,315523.0,951.0,792.0,6.0,48.0,644.6,1.0,331.78
106.0,856,7.0,2016.0,0,301114.4,6690.0,24894.0,32.0,1880.0,422.0,9.0,46.96
107.0,1203,7.0,2016.0,0,313917.0,26841.0,21918.0,75.0,6409.0,422.0,36.0,11.7
108.0,1822,7.0,2016.0,0,312401.0,14512.0,2184.0,42.0,1043.0,918.6,19.0,21.53
109.0,1476,7.0,2016.0,0,303677.0,3377.0,10194.0,17.0,453.0,416.0,4.0,91.74
110.0,1632,7.0,2016.0,0,309409.0,3715.0,139502.0,20.0,2625.4,416.0,5.0,83.29
111.0,1393,7.0,2016.0,0,308759.0,44717.0,12155.0,124.0,4858.0,415.0,60.0,6.9
112.0,977,7.0,2017.0,0,330343.2,17251.0,1181.0,44.0,1560.0,409.0,23.0,17.65
113.0,1747,7.0,2016.0,1,303246.0,2032.8,128845.0,10.0,30.0,408.0,0.0,2263.03
114.0,1892,5.8,2016.0,0,314306.4,48282.0,8809.0,133.0,9159.0,404.0,64.0,6.23
115.0,953,7.0,2016.0,0,532599.4,78202.0,4471.0,273.0,14321.0,403.0,105.0,3.83
116.0,1477,7.0,2016.0,0,290305.0,17418.0,5674.0,65.0,1459.0,390.0,23.0,16.67
117.0,483,7.0,2016.0,0,285177.0,7890.0,2892.0,28.0,717.0,647.8,10.0,36.14
118.0,386,7.0,2016.0,0,282652.0,574.0,97131.0,9.0,92.0,380.0,0.0,492.43
119.0,1634,6.6,2016.0,0,296880.4,3536.0,16764.0,20.0,431.0,374.0,4.0,78.75
120.0,1490,7.0,2018.4,0,276542.0,12224.0,3478.0,35.0,4860.8,372.0,16.0,22.62
121.0,1393,6.8,2016.0,1,273396.0,4184.0,139440.0,22.0,2386.8,907.4,5.0,65.34
118.8,1068,7.0,2016.0,0,402924.8,7408.0,29494.0,30.0,1279.0,755.0,9.0,36.75
152.8,447,7.0,2016.0,0,272157.0,4265.0,29376.0,32.0,1470.0,366.0,10.2,63.81
124.0,1749,7.0,2016.0,1,271063.0,671.0,83326.6,13.0,110.0,364.0,0.0,403.97
125.0,500,7.4,2016.0,0,269089.0,28516.0,6194.0,99.4,4263.0,362.0,38.0,9.44
126.0,3,7.0,2016.0,0,268754.0,597.0,32505.0,10.0,275.0,361.0,0.0,450.17
127.0,329,7.0,2016.0,0,265236.0,19173.0,3708.0,55.0,2860.0,356.0,25.0,13.83
138.0,1850,7.0,2016.0,1,265032.0,6324.0,21080.0,118.2,1676.0,356.0,8.0,41.91
129.0,1535,5.8,2016.0,0,264870.0,6012.0,11444.0,32.0,1628.0,356.0,8.0,44.06
130.0,1352,7.0,2016.0,0,264303.0,28.0,29021.0,1.0,2.0,507.6,0.0,9439.39
131.0,1984,7.0,2016.0,0,262979.0,1893.0,57718.4,12.0,670.0,353.0,2.0,138.92
132.0,1249,7.0,2016.0,0,261626.0,306.0,104767.0,8.0,70.0,352.0,0.0,854.99
133.0,738,7.0,2016.0,0,253499.0,7580.0,21360.2,27.0,772.0,341.0,10.0,33.44
134.0,1750,5.6,2016.0,1,252198.0,3451.0,5623.0,19.0,360.0,339.0,9.6,73.08
135.0,1191,7.4,2016.0,0,251126.0,17966.0,3333.0,71.0,6928.0,337.0,47.4,13.98
136.0,180,7.0,2016.0,0,250884.0,24691.0,7396.0,74.0,4184.0,337.0,33.0,10.16
137.0,167,7.0,2016.0,0,250777.0,29789.0,12429.0,78.0,5748.0,337.0,48.6,8.42
138.0,1528,7.0,2016.0,0,249214.0,3027.8,134611.0,18.0,375.0,335.0,1.0,259.6
139.0,1345,7.0,2016.0,0,248237.0,52.0,127046.0,7.0,16.0,415.6,0.0,4773.79
140.0,782,7.2,2016.0,0,246941.0,862.0,41775.0,11.0,335.0,332.0,1.0,286.47
141.0,907,7.0,2016.0,0,239408.0,14538.0,5504.0,69.0,4598.0,322.0,19.0,16.47
142.0,1723,7.0,2016.0,0,239237.0,13877.0,22132.0,58.0,3113.0,321.0,18.0,17.24
143.0,1786,4.6,2016.0,0,236544.0,9360.0,5479.0,34.0,1745.0,318.0,12.0,25.27
144.0,702,7.0,2016.0,0,235348.0,19672.0,1738.0,82.0,4824.6,316.0,26.0,11.96
145.0,1393,7.0,2016.0,0,235038.0,170.0,97477.0,10.4,36.0,316.0,0.0,1382.58
146.0,1031,7.0,2016.0,0,233488.0,41.0,118307.0,9.0,15.0,314.0,0.0,5694.83
152.8,1048,7.0,2016.0,0,230478.0,1191.0,116497.0,9.0,171.0,310.0,1.0,193.52
148.0,1052,7.0,2017.8,0,222317.0,15124.0,3789.0,48.0,1101.0,299.0,14.8,14.7
149.0,412,7.0,2016.0,0,220767.0,4414.0,10895.0,22.0,1439.0,297.0,5.0,50.02
150.0,1862,7.0,2016.0,0,220555.0,18094.0,5969.0,110.0,1551.0,296.0,24.0,12.19
151.0,1030,7.0,2017.2,1,217249.0,87.0,109596.0,22.4,810.0,292.0,0.0,2497.11
152.0,966,7.0,2016.0,0,215803.0,2506.0,7962.0,13.0,564.0,290.0,3.0,86.11
153.0,1029,7.0,2016.0,0,255694.2,520.0,121945.0,8.0,96.0,287.0,6.4,188.42999999999998
154.0,239,7.0,2016.0,0,213140.0,1010.0,155016.0,15.0,203.0,286.0,1.0,211.03
155.0,1291,7.0,2016.0,0,257052.6,2069.0,30116.0,9.0,311.0,285.0,2.0,102.68
156.0,901,7.0,2016.0,0,211215.0,16423.0,24517.0,50.0,5247.0,284.0,41.8,12.86
157.0,1744,7.0,2016.0,0,210752.0,182.0,132010.0,9.0,30.0,283.0,0.0,1157.98
158.0,537,7.0,2016.0,0,234625.4,3207.0,13418.6,17.0,683.0,281.0,4.0,65.12
159.0,633,7.0,2016.0,0,208033.0,3840.0,13741.0,15.0,954.0,279.0,5.0,54.18
160.0,800,7.0,2016.0,0,201674.0,197.0,93073.0,8.0,41.0,271.0,0.0,1434.2259999999999
161.0,1393,7.0,2017.0,0,199938.0,75.0,136904.0,5.0,25.0,269.0,0.0,2665.84
162.0,750,7.0,2016.0,1,198183.0,7095.0,3945.0,22.0,516.0,266.0,9.0,27.93
163.0,2011,7.0,2016.0,0,197323.0,256.0,7372.0,3.0,19.0,265.0,0.0,770.79
164.0,556,7.0,2016.0,0,194894.0,27203.0,1663.0,90.0,3225.0,262.0,36.0,7.16
165.0,1567,7.0,2017.0,1,194589.0,812.0,103627.0,6.0,148.0,261.0,1.0,239.64
166.0,939,7.0,2016.0,0,194205.0,6789.0,8298.0,25.0,3669.0,261.0,9.0,28.61
167.0,143,7.0,2016.0,0,189398.0,3650.0,128499.0,25.0,1022.0,254.0,4.0,51.89
168.0,1403,5.4,2016.0,0,185519.0,16405.6,31938.0,99.0,2775.0,249.0,24.0,19.812
169.0,320,7.0,2016.0,0,184984.0,33331.0,4564.0,113.0,9980.0,248.0,44.0,5.55
170.0,426,7.0,2016.0,1,183671.0,881.0,95801.0,12.0,141.0,247.0,1.0,208.48
171.0,374,7.0,2016.0,1,182996.0,1049.0,139046.0,10.0,113.0,246.0,1.0,174.45
172.0,176,7.0,2016.0,0,181916.0,982.0,7980.0,9.0,116.0,244.0,1.0,185.25
173.0,2029,7.0,2016.0,0,181560.0,747.0,94715.0,12.0,100.0,244.0,1.0,243.05
174.0,1712,7.0,2016.0,0,180065.0,12229.8,144920.0,14.0,442.0,242.0,4.0,54.22
175.0,990,7.0,2016.0,0,179864.0,4183.0,20449.6,19.0,967.0,242.0,5.0,43.0
176.0,1038,7.0,2016.0,1,271971.6,26627.0,2163.0,75.0,4986.0,240.0,35.0,6.72
133.8,2002,7.0,2016.0,1,175102.0,8322.0,5306.0,30.0,942.0,235.0,11.0,21.04
144.2,1393,7.0,2016.0,0,174502.0,650.0,97143.0,9.0,143.0,234.0,3.4,268.46
179.0,1393,7.0,2016.0,1,173185.0,1558.0,9193.0,61.6,1812.0,233.0,2.0,111.16
180.0,752,7.0,2017.0,0,172767.0,99.0,104627.0,5.0,22.0,232.0,0.0,1745.12
181.0,1930,7.0,2017.0,0,241979.4,24203.0,7544.0,74.0,4961.0,231.0,32.0,7.1
182.0,1142,7.0,2016.0,0,170686.0,73.0,117935.0,7.0,30.0,229.0,0.0,2338.16
183.0,824,7.0,2016.0,0,170642.0,681.0,93955.0,8.0,83.0,229.0,0.0,250.58
184.0,1140,7.0,2016.0,0,169485.0,56801.0,5528.0,288.0,11877.0,228.0,76.0,12.818000000000001
185.0,1381,5.6,2016.0,0,168886.0,1186.0,60943.8,10.0,579.4,227.0,1.0,142.4
186.0,997,7.0,2016.0,0,167880.0,341.0,114059.0,49.8,101.0,602.0,0.0,492.32
144.4,635,7.0,2016.0,0,167249.0,1605.0,24483.0,11.0,895.0,225.0,2.0,104.2
188.0,64,7.0,2016.0,0,166213.0,149.0,138243.0,10.0,46.0,223.0,0.0,1115.52
189.0,1393,7.0,2016.0,0,165853.0,615.0,37429.6,11.0,110.0,223.0,0.0,269.68
190.0,656,8.4,2016.0,0,165845.0,3892.0,13213.6,11.0,228.0,223.0,0.0,100.646
191.0,1910,8.2,2016.0,0,165691.0,297.0,159812.0,7.0,101.0,223.0,0.0,557.88
192.0,1620,7.0,2016.0,0,165608.0,3059.2,115289.0,10.0,24.0,222.0,0.0,1104.05
193.0,371,7.0,2016.0,0,163697.0,106.0,100952.6,7.0,25.0,220.0,0.0,1544.31
194.0,1562,7.0,2016.0,0,163613.0,36790.0,6678.0,95.0,0.0,220.0,49.0,4.45
195.0,111,7.0,2016.0,0,163007.0,76.0,37926.0,8.0,42.0,219.0,0.0,2144.83
196.0,1393,7.0,2016.0,0,162236.0,9651.0,6684.0,20.0,92.0,218.0,12.0,16.81
197.0,1666,7.0,2016.0,0,161719.0,9749.8,6862.0,23.0,932.0,217.0,4.0,47.8
198.0,1393,7.0,2016.0,0,161162.0,9429.0,2139.0,32.0,744.0,216.0,9.0,22.66
199.0,788,7.0,2016.0,0,160401.0,22300.6,12510.0,104.0,1786.0,215.0,8.0,26.93
200.0,1524,7.0,2016.0,0,158951.0,1626.2,127056.0,11.0,245.0,213.0,1.0,146.77
1.0,898,8.0,2019.0,0,81684707.0,577730.8,502181.0,2469.8,105795.0,109939.0,1476.0,74.44
2.0,431,8.0,2016.0,0,52492132.0,289605.0,623824.0,796.0,29645.0,70648.0,389.0,181.25
3.0,1393,8.0,2016.0,0,35713094.0,172547.0,108194.0,414.0,24739.0,48066.0,232.0,206.98
4.0,284,8.0,2016.0,0,26252677.0,642691.0,152628.0,1595.0,91934.0,35333.0,864.0,40.85
5.0,1991,8.0,2016.0,0,3462867.4,478771.0,227428.0,4567.0,47423.0,27170.0,644.0,42.17
6.0,1199,8.0,2016.0,0,18643208.0,678192.0,92808.0,1740.0,109939.0,25091.0,912.0,27.49
7.0,1393,8.0,2016.0,0,10901214.0,314953.0,166775.4,4689.0,69859.0,14671.0,552.0,26.55
8.0,213,8.0,2016.0,0,8721779.0,896236.0,129778.0,2100.0,159672.0,11738.0,1206.0,9.73
9.0,358,8.0,2016.0,0,8124026.0,147501.0,54616.0,473.0,14161.0,10934.0,198.0,55.08
10.0,1672,8.0,2016.0,0,7736040.0,60460.0,71960.0,166.0,14009.0,10411.0,81.0,127.95
11.0,380,8.0,2016.0,0,6590676.0,592357.0,141860.0,1717.0,65024.0,8870.0,797.0,11.13
12.0,1061,8.0,2016.0,1,5871886.0,402260.0,36111.0,1003.0,75700.0,7902.0,541.0,25.645999999999997
13.0,1432,9.4,2016.0,0,4787868.0,70089.0,21214.0,153.0,6768.0,6443.0,94.0,68.31
14.0,1990,8.0,2016.0,0,4608665.0,107475.0,25500.4,296.0,11507.0,6202.0,144.0,42.88
15.0,1572,8.0,2016.0,0,4492185.0,48277.0,43775.0,125.0,5036.0,1288.0,64.0,93.05
16.0,2028,8.0,2020.0,1,4438375.0,120290.0,37775.0,491.4,12309.0,5973.0,161.0,36.9
91.0,73,8.0,2016.0,0,3875046.0,93215.0,37065.0,264.0,8719.0,5215.0,125.0,41.57
18.0,292,8.0,2016.0,0,1421636.0,164457.0,29914.0,361.0,20458.0,4985.0,221.0,22.53
19.0,1830,8.0,2016.0,1,3505497.0,319737.0,18727.0,917.0,58182.0,4718.0,430.0,10.96
20.0,688,8.0,2016.0,0,2878551.0,82429.4,31130.0,888.0,80764.0,3874.0,485.0,7.98
21.0,1289,8.0,2016.0,0,2671385.0,31160.0,24328.6,101.0,2061.0,3595.0,41.0,85.73
22.0,751,8.0,2018.6,0,2622883.0,30985.0,21186.0,171.0,7376.0,3530.0,90.0,39.14
23.0,1272,8.0,2016.0,1,2614820.0,30073.0,22249.0,160.0,6420.0,3519.0,40.0,29.706
24.0,1110,8.0,2016.0,0,2537324.0,264403.0,21631.0,781.0,46973.0,3414.0,355.0,21.784000000000002
72.2,1418,8.0,2018.4,1,2502508.0,61625.0,82917.0,307.0,33642.0,3368.0,154.0,21.77
26.0,388,8.0,2016.0,0,2498241.0,28711.0,86681.0,723.0,6159.0,3362.0,38.0,87.01
27.0,1393,8.0,2016.0,0,2389544.0,126919.0,50749.8,299.0,18667.0,3216.0,170.0,18.83
28.0,971,8.0,2016.0,0,2026783.0,12839.0,22692.0,118.8,885.0,2727.0,17.0,59.00600000000001
29.0,525,8.0,2020.0,0,1953232.0,36315.0,47210.0,369.0,27733.0,2628.0,162.0,46.788000000000004
30.0,400,8.0,2016.0,0,1871918.0,101238.0,40621.6,805.0,11915.0,2519.0,136.0,18.49
31.0,1601,8.0,2016.0,0,1841535.0,29559.0,22511.0,166.4,4995.0,2478.0,39.0,62.3
32.0,1275,8.0,2016.0,0,1803902.0,30359.0,26562.4,85.0,3378.2,2427.0,40.0,59.42
33.0,1434,7.2,2020.8,0,1638739.0,60075.0,36289.0,217.0,7210.0,2205.0,80.0,27.28
34.0,1714,8.0,2016.0,0,1596558.0,44286.0,37334.0,294.2,5713.0,2148.0,56.4,38.19
35.0,954,8.0,2016.0,0,1331598.0,96794.0,19768.0,1258.0,20378.0,1792.0,130.0,13.76
121.2,1645,8.0,2016.0,0,1312762.0,10472.0,11885.6,41.0,1932.0,1766.0,14.0,125.36
37.0,1647,8.0,2016.0,0,1245776.0,17101.0,39087.0,66.0,2042.0,1676.0,23.0,72.85
38.0,1098,8.0,2016.0,0,1053003.6,25272.0,11371.0,66.0,4419.0,1431.2,34.0,49.07
39.0,123,8.0,2016.0,0,1237752.0,32778.0,76479.0,1316.0,29149.0,1665.0,44.0,37.76
40.0,1626,8.0,2016.0,0,1197562.0,16616.0,10082.0,84.0,1224.0,1611.0,36.6,72.07
41.0,4,8.0,2020.4,1,1075632.0,71516.4,22516.0,283.0,14871.0,1447.0,139.0,23.558
98.2,347,8.0,2016.0,0,988352.0,45811.0,5852.0,139.0,4743.0,1330.0,61.0,21.57
43.0,545,8.0,2016.0,0,976283.0,124087.0,16931.0,574.0,22410.0,1313.0,63.0,7.87
44.0,1940,8.0,2016.0,1,940813.0,15969.0,31171.0,48.0,1160.0,1266.0,21.0,53.198
45.0,1228,8.0,2016.0,0,935148.0,28848.0,36145.2,139.0,2732.0,1258.0,38.0,32.42
147.6,1393,8.0,2016.0,0,851691.0,65246.0,21827.0,195.0,7361.2,1146.0,87.0,13.05
47.0,256,8.0,2016.0,0,601239.0,16131.0,6122.0,51.0,2756.0,1121.0,21.0,51.64
122.2,1393,8.0,2016.0,0,805250.0,84652.0,7977.0,219.2,15281.0,1083.0,113.0,9.51
49.0,1692,8.0,2016.0,0,799821.0,15876.0,14632.0,53.0,2408.0,1076.0,21.0,50.38
50.0,1816,8.0,2016.0,0,796862.0,7396.0,35157.0,43.0,1562.0,1072.0,9.0,107.74
51.0,461,8.0,2016.0,0,786912.0,9645.0,23975.0,58.6,1021.0,1059.0,12.0,81.59
52.0,1405,8.0,2016.0,0,783297.0,21198.0,8348.0,57.0,2286.0,1054.0,28.0,48.878
53.0,19,8.0,2016.0,0,779563.0,58910.0,25622.8,149.0,5228.0,1049.0,79.0,13.23
54.0,3,8.0,2016.0,0,772786.0,2065.0,56904.0,30.0,628.0,1040.0,2.0,374.23
55.0,1220,8.0,2016.0,0,681129.0,89400.0,22840.4,365.0,11349.0,916.0,120.0,7.62
56.0,1068,8.0,2016.0,0,642179.0,12721.0,16551.8,42.0,1439.0,864.0,17.0,50.48
57.0,1831,8.0,2016.0,0,614781.0,109265.0,5047.0,468.0,16204.0,827.0,147.0,15.679999999999998
58.0,1558,8.0,2016.0,0,598197.0,15997.8,45650.0,56.0,1676.0,805.0,14.0,56.03
59.0,125,8.0,2016.0,1,591583.0,119980.0,6813.0,334.0,28457.0,796.0,161.0,4.93
60.0,1517,8.0,2016.0,0,580318.0,6829.0,20067.0,120.2,3557.0,781.0,38.0,39.896
61.0,1993,8.0,2016.0,0,557259.0,27974.0,3174.0,85.0,3087.0,750.0,37.0,19.955999999999996
62.0,2040,8.0,2017.6,0,549995.0,68838.0,4066.0,162.0,13875.0,740.0,92.0,7.99
63.0,42,8.0,2018.4,0,523406.0,11475.0,25125.0,72.0,1118.0,704.0,15.0,45.61
64.0,329,8.0,2016.0,0,402977.2,18729.0,4509.0,50.0,2545.0,691.0,25.0,36.824
65.0,1393,8.8,2016.0,0,506384.0,33445.0,10144.0,102.0,6767.0,681.0,45.0,15.14
66.0,1826,8.0,2016.0,0,1045488.0,15101.0,37194.0,277.0,7047.6,674.0,20.0,33.2
67.0,387,4.6,2016.0,0,483592.0,6252.0,8536.6,44.0,839.0,650.0,8.0,77.35
68.0,917,4.4,2016.0,0,475552.0,15335.4,5446.0,107.0,1206.0,640.0,30.0,20.81
69.0,149,8.0,2016.8,0,475067.0,76214.8,45372.0,70.0,2378.0,639.0,39.0,16.29
70.0,1393,8.0,2016.0,0,455337.0,19076.0,4374.0,48.0,1247.0,612.0,26.6,25.44
109.4,1084,8.0,2016.0,0,429557.0,20088.0,9478.0,112.4,5528.0,578.0,27.0,21.38
72.0,1752,8.0,2016.0,0,427970.0,9496.0,22631.2,36.0,961.0,576.0,12.0,45.07
155.6,116,8.0,2016.0,0,424740.0,4977.0,46768.0,149.0,2395.0,571.0,6.0,85.34
74.0,93,8.0,2016.0,0,407898.0,7905.0,18379.0,196.0,2904.0,548.0,10.0,51.6
75.0,1074,8.0,2016.0,0,404802.0,10515.0,1373.0,37.0,423.0,544.0,14.0,38.5
76.0,1713,8.0,2016.0,0,398197.0,41693.0,1406.0,112.0,6428.0,535.0,56.0,9.55
131.4,1490,8.0,2016.0,0,391928.0,11135.0,5253.0,33.0,1849.0,527.0,14.0,35.2
78.0,1717,8.0,2016.0,0,435332.4,16505.0,18331.0,60.0,2364.0,527.0,22.0,23.74
79.0,1997,8.0,2016.0,0,388651.0,2851.0,32084.0,48.0,771.0,523.0,3.0,136.32
80.0,1619,8.0,2016.0,0,377517.0,9921.0,17064.0,31.0,1130.0,916.2,29.2,38.05
81.0,398,8.0,2016.0,0,376343.0,7366.0,26328.8,25.0,1897.0,1021.6,19.4,51.09
82.0,848,8.0,2016.0,0,370605.0,3640.0,86426.0,26.0,503.0,498.0,4.0,101.81
83.0,1393,6.2,2016.0,0,361022.0,68456.0,20600.0,174.0,11344.0,485.0,92.0,5.27
84.0,154,8.0,2016.0,0,343286.0,26627.0,4935.0,80.0,2858.0,1166.2,35.0,57.58
117.0,1393,8.0,2016.0,0,341901.0,36997.0,10803.0,175.0,5481.0,460.0,49.0,9.24
86.0,1393,8.0,2016.0,0,339436.0,19780.0,6742.0,58.0,3994.0,456.0,26.0,17.16
154.2,12,8.0,2016.0,1,338342.0,5738.0,28205.0,116.0,2587.0,455.0,7.0,58.97
88.0,1393,8.0,2016.0,0,333139.0,29291.0,28765.0,100.0,4052.0,1889.4,39.0,11.37
89.0,933,8.0,2016.0,1,330004.0,1132.0,749.0,4.0,46.0,444.0,1.0,640.9399999999999
90.0,1610,8.0,2016.0,1,328950.0,9529.0,1845.0,33.0,578.0,442.0,12.0,34.52
91.0,167,8.0,2016.0,0,330718.4,31535.0,3351.0,88.0,5460.0,441.0,42.0,54.51800000000001
92.0,907,8.0,2016.0,0,326159.0,12424.0,11638.2,53.0,3967.0,438.0,16.0,26.25
